st,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,zone
arizona,6098.462114,no,extended,bachelor,1/5/11,employed,f,74257,urban,married,76,16.0,91,0.0,3,personal auto,personal l3,offer1,agent,214.586742,four-door car,large,,central
arizona,6899.709949,no,extended,high school or below,1/20/11,employed,m,37308,urban,married,86,19.0,69,0.0,9,personal auto,personal l2,offer1,agent,301.011106,four-door car,medsize,a,central
oregon,5259.709581,no,basic,college,1/21/11,employed,m,28447,suburban,married,67,20.0,99,0.0,3,personal auto,personal l3,offer4,agent,321.6,four-door car,medsize,,north west
washington,19014.47625,no,basic,high school or below,1/19/11,employed,f,29822,suburban,single,61,17.0,44,0.0,2,personal auto,personal l2,offer2,agent,292.8,two-door car,medsize,,east
california,8658.863813,yes,basic,college,2/7/11,employed,m,62464,urban,married,109,23.0,45,0.0,4,corporate auto,corporate l1,offer2,agent,400.181882,sports car,medsize,,west region
california,5845.426201,no,basic,bachelor,1/11/11,employed,f,43145,suburban,married,73,1.0,0,0.0,6,corporate auto,corporate l3,offer3,web,516.421124,two-door car,medsize,a,west region
nevada,2756.472584,no,basic,high school or below,1/27/11,employed,m,43540,rural,married,70,29.0,60,0.0,1,corporate auto,corporate l3,offer2,call center,117.585017,two-door car,medsize,a,central
nevada,2937.424534,no,basic,master,1/10/11,employed,f,83195,urban,single,73,18.0,36,1.0,1,personal auto,personal l1,offer1,call center,332.693627,,,a,central
arizona,5603.73932,no,basic,high school or below,1/30/11,employed,f,95284,urban,married,69,6.0,35,0.0,4,personal auto,personal l3,offer2,call center,327.647322,four-door car,medsize,a,central
washington,5384.671725,no,basic,bachelor,2/26/11,disabled,m,13103,suburban,married,72,21.0,32,0.0,7,personal auto,personal l2,offer1,agent,458.003651,four-door car,medsize,,east
,8169.746083,,basic,college,1/26/11,employed,f,32799,suburban,divorced,104,7.0,27,0.0,3,personal auto,personal l2,offer1,agent,499.2,suv,medsize,a,
arizona,12655.52878,no,premium,high school or below,2/1/11,employed,f,26149,suburban,married,157,2.0,17,0.0,7,personal auto,personal l3,offer4,web,753.6,suv,medsize,a,central
california,14435.67365,yes,premium,master,1/26/11,employed,m,60880,rural,married,119,25.0,89,0.0,2,personal auto,personal l2,offer1,agent,109.906628,two-door car,medsize,a,west region
nevada,2914.955295,no,basic,bachelor,2/4/11,employed,f,37803,suburban,divorced,74,26.0,51,0.0,1,personal auto,personal l3,offer1,agent,355.2,four-door car,small,a,central
arizona,5107.163002,yes,basic,bachelor,1/26/11,employed,f,35625,urban,married,65,10.0,56,1.0,3,special auto,special l1,offer2,agent,288.572108,four-door car,medsize,,central
california,2491.257604,yes,basic,high school or below,2/12/11,medical leave,f,25965,suburban,divorced,65,23.0,27,0.0,1,personal auto,personal l3,offer1,agent,329.206567,four-door car,medsize,a,west region
arizona,4772.943848,yes,extended,high school or below,2/18/11,retired,m,20993,suburban,divorced,133,35.0,90,0.0,1,personal auto,personal l3,offer2,agent,638.4,suv,medsize,a,central
arizona,8004.214781,no,basic,high school or below,1/7/11,employed,f,54008,suburban,married,67,,90,,2,personal auto,personal l3,offer2,branch,370.503286,four-door car,medsize,,central
oregon,36293.14678,no,extended,bachelor,1/17/11,medical leave,m,18047,suburban,married,242,5.0,50,0.0,2,personal auto,personal l1,offer1,call center,1350.379181,luxury suv,medsize,a,north west
california,36860.72688,no,basic,college,1/15/11,employed,f,66216,rural,single,103,34.0,58,0.0,2,personal auto,personal l2,offer2,web,96.723812,sports car,medsize,,west region
,2337.35182,,basic,high school or below,2/23/11,medical leave,f,28806,suburban,married,61,13.0,90,0.0,1,personal auto,personal l1,offer2,call center,292.8,four-door car,small,,
california,9890.210998,no,extended,bachelor,2/19/11,employed,m,52408,rural,married,125,13.0,12,0.0,9,personal auto,personal l1,offer1,agent,179.125777,sports car,medsize,a,west region
nevada,4863.470811,no,extended,bachelor,2/4/11,employed,m,52728,suburban,divorced,127,34.0,34,1.0,1,corporate auto,corporate l3,offer1,branch,609.6,suv,medsize,a,central
,5181.620895,,basic,master,2/3/11,employed,f,97131,suburban,married,64,,80,,6,personal auto,personal l1,offer2,agent,307.2,four-door car,small,a,
arizona,12913.49818,no,basic,master,1/11/11,employed,m,62448,suburban,married,107,0.0,11,0.0,2,personal auto,personal l3,offer1,branch,513.6,,,,central
oregon,8415.684559,no,basic,bachelor,1/3/11,employed,m,55308,suburban,divorced,107,17.0,74,0.0,6,corporate auto,corporate l3,offer1,call center,513.6,suv,medsize,,north west
california,24127.50402,yes,basic,bachelor,1/26/11,medical leave,m,14072,suburban,divorced,71,13.0,3,0.0,2,personal auto,personal l3,offer1,agent,511.2,four-door car,medsize,a,west region
oregon,5727.327124,no,basic,bachelor,1/26/11,employed,m,99934,suburban,married,71,9.0,12,0.0,3,special auto,special l3,offer4,web,460.323855,four-door car,medsize,,north west
oregon,4626.801093,yes,basic,master,1/16/11,employed,f,79487,suburban,divorced,114,20.0,87,0.0,1,personal auto,personal l1,offer2,branch,547.2,suv,medsize,a,north west
california,5217.513287,yes,basic,bachelor,2/17/11,employed,f,39854,urban,divorced,66,6.0,4,0.0,7,corporate auto,corporate l2,offer2,web,261.930545,two-door car,medsize,,west region
california,8717.049833,yes,basic,college,2/14/11,employed,m,83846,suburban,married,74,22.0,94,3.0,2,personal auto,personal l2,offer2,agent,355.2,four-door car,large,a,west region
,5272.703428,,basic,high school or below,2/16/11,employed,f,60260,suburban,married,66,14.0,84,0.0,3,corporate auto,corporate l1,offer2,web,328.366827,four-door car,medsize,a,
washington,20708.25881,no,basic,high school or below,2/14/11,employed,m,92079,rural,married,65,12.0,68,1.0,2,corporate auto,corporate l3,offer4,agent,114.798771,four-door car,medsize,a,east
california,8564.768226,yes,basic,high school or below,2/17/11,employed,m,95697,rural,married,107,29.0,29,0.0,9,personal auto,personal l1,offer2,agent,178.006524,sports car,medsize,a,west region
arizona,4178.586494,no,basic,master,1/28/11,employed,m,62113,rural,married,104,1.0,0,0.0,1,personal auto,personal l3,offer2,web,5.894778,suv,medsize,,central
california,3944.231185,no,basic,bachelor,1/22/11,employed,f,33282,rural,married,100,24.0,66,1.0,1,personal auto,personal l3,offer2,agent,207.510821,suv,small,a,west region
california,2578.835541,no,basic,high school or below,2/26/11,employed,f,59974,rural,divorced,65,23.0,5,0.0,1,corporate auto,corporate l3,offer4,call center,127.233139,four-door car,medsize,,west region
oregon,8360.14874,no,basic,high school or below,2/19/11,employed,m,48521,rural,married,105,9.0,89,0.0,7,personal auto,personal l3,offer2,branch,263.82569,sports car,medsize,a,north west
california,9100.787395,no,basic,college,1/19/11,employed,f,38898,suburban,divorced,117,26.0,68,0.0,3,corporate auto,corporate l2,offer1,agent,561.6,suv,small,a,west region
oregon,5421.018201,no,basic,high school or below,2/4/11,employed,m,40376,suburban,married,69,16.0,46,0.0,8,personal auto,personal l3,offer2,agent,427.874055,four-door car,large,,north west
arizona,2342.01381,no,basic,bachelor,1/2/11,retired,m,19581,suburban,single,67,2.0,94,0.0,1,corporate auto,corporate l2,offer1,agent,321.6,four-door car,large,,central
california,5723.535705,no,basic,bachelor,2/9/11,employed,f,77646,suburban,married,71,3.0,29,0.0,6,personal auto,personal l2,offer4,branch,340.8,four-door car,large,,west region
oregon,13681.71178,no,basic,college,2/18/11,employed,f,55588,suburban,married,114,15.0,40,0.0,2,personal auto,personal l2,offer1,branch,547.2,suv,medsize,,north west
california,8639.49502,no,basic,doctor,2/15/11,employed,f,92374,rural,divorced,107,16.0,9,1.0,3,personal auto,personal l2,offer2,call center,220.018279,suv,medsize,a,west region
,5867.12642,,basic,college,2/22/11,employed,f,27880,urban,married,74,4.0,9,0.0,5,personal auto,personal l3,offer2,call center,199.444294,four-door car,large,,
california,10179.71704,yes,premium,bachelor,1/5/11,retired,f,14290,suburban,married,271,20.0,40,0.0,1,personal auto,personal l2,offer1,agent,1300.8,luxury suv,medsize,,west region
california,20230.9675,no,basic,high school or below,2/22/11,employed,m,48448,suburban,married,74,24.0,11,1.0,2,corporate auto,corporate l3,offer3,agent,355.2,four-door car,medsize,a,west region
oregon,4267.076892,no,basic,bachelor,2/26/11,employed,f,43682,rural,married,107,12.0,73,0.0,1,corporate auto,corporate l3,offer3,branch,148.003496,suv,medsize,a,north west
oregon,3933.813993,yes,basic,high school or below,1/23/11,employed,m,25927,suburban,single,103,6.0,20,0.0,1,personal auto,personal l1,offer2,web,674.973614,suv,medsize,a,north west
oregon,2913.323811,no,extended,master,1/3/11,disabled,m,20075,suburban,divorced,79,7.0,2,1.0,1,personal auto,personal l3,offer1,web,483.731784,two-door car,medsize,a,north west
oregon,7189.106255,no,extended,bachelor,1/29/11,employed,f,75838,urban,single,90,6.0,64,0.0,6,corporate auto,corporate l2,offer2,agent,428.907968,two-door car,small,,north west
california,2537.969253,no,basic,bachelor,2/11/11,employed,f,37612,suburban,divorced,64,0.0,32,0.0,1,personal auto,personal l2,offer3,call center,307.2,four-door car,small,,west region
nevada,4170.687348,yes,basic,master,1/17/11,employed,f,29462,suburban,single,107,28.0,23,1.0,1,corporate auto,corporate l2,offer2,branch,513.6,suv,large,a,central
washington,14722.22122,no,extended,master,2/1/11,employed,m,43982,suburban,divorced,126,20.0,68,1.0,2,personal auto,personal l3,offer1,web,604.8,suv,small,a,east
nevada,24108.30057,no,basic,bachelor,1/28/11,disabled,f,17257,suburban,single,70,1.0,88,0.0,2,personal auto,personal l2,offer1,call center,551.132139,four-door car,small,a,central
nevada,2402.81597,no,basic,bachelor,1/15/11,employed,m,21629,suburban,divorced,62,19.0,54,0.0,1,corporate auto,corporate l2,offer1,call center,298.626189,two-door car,small,,central
oregon,7756.174223,no,extended,college,2/22/11,employed,f,21326,suburban,divorced,99,22.0,9,0.0,3,personal auto,personal l1,offer1,agent,632.765462,four-door car,medsize,,north west
california,7540.584824,no,basic,bachelor,1/20/11,employed,m,29697,rural,married,64,6.0,43,0.0,2,personal auto,personal l2,offer3,agent,147.128736,four-door car,medsize,a,west region
arizona,7605.637524,no,basic,bachelor,1/29/11,employed,m,55281,suburban,married,192,22.0,68,1.0,1,personal auto,personal l3,offer1,agent,921.6,luxury suv,medsize,a,central
arizona,15042.57658,no,premium,bachelor,2/4/11,employed,f,22799,suburban,married,190,10.0,75,0.0,6,corporate auto,corporate l1,offer2,branch,912.0,suv,medsize,,central
oregon,2469.56901,no,basic,bachelor,1/2/11,employed,f,55257,urban,married,64,0.0,77,3.0,1,personal auto,personal l3,offer3,agent,209.596158,two-door car,medsize,,north west
california,2908.020838,no,basic,college,1/15/11,employed,m,74212,urban,married,73,16.0,26,0.0,1,personal auto,personal l2,offer2,call center,188.878749,four-door car,small,,west region
oregon,7685.402943,no,basic,bachelor,2/24/11,employed,m,31686,suburban,married,101,14.0,45,2.0,8,corporate auto,corporate l1,offer1,web,710.661746,suv,medsize,,north west
california,7074.398104,no,extended,bachelor,2/28/11,employed,f,94508,suburban,married,88,27.0,54,0.0,3,personal auto,personal l3,offer4,agent,491.384479,four-door car,medsize,,west region
california,2939.939038,no,basic,high school or below,2/26/11,employed,m,97735,urban,divorced,73,24.0,26,0.0,1,corporate auto,corporate l2,offer2,branch,188.667196,four-door car,medsize,a,west region
oregon,5065.486772,no,basic,college,1/16/11,employed,m,26733,urban,single,66,,55,,5,personal auto,personal l1,offer2,web,218.717113,four-door car,medsize,a,north west
arizona,2442.422113,no,basic,master,2/10/11,employed,f,57963,rural,divorced,61,11.0,63,0.0,1,personal auto,personal l3,offer2,web,42.160829,four-door car,medsize,,central
oregon,6503.397049,yes,extended,high school or below,2/19/11,disabled,f,22081,suburban,married,84,1.0,9,0.0,6,personal auto,personal l1,offer1,agent,451.670309,two-door car,small,,north west
california,9111.75642,no,basic,bachelor,2/9/11,employed,f,54751,suburban,married,114,6.0,50,0.0,3,personal auto,personal l3,offer3,agent,721.241935,suv,medsize,a,west region
oregon,5096.673223,yes,basic,master,1/28/11,disabled,f,22886,suburban,divorced,65,9.0,81,0.0,3,personal auto,personal l2,offer1,agent,312.0,four-door car,small,a,north west
arizona,14010.52742,no,basic,bachelor,1/28/11,employed,f,36523,rural,married,71,28.0,67,0.0,2,personal auto,personal l1,offer2,web,101.353875,four-door car,medsize,,central
washington,6252.3631,no,extended,master,2/13/11,employed,f,92895,rural,married,77,5.0,2,0.0,7,personal auto,personal l2,offer2,call center,43.14147,two-door car,small,,east
california,5059.325681,no,basic,bachelor,2/18/11,employed,f,67371,rural,married,63,25.0,14,0.0,3,personal auto,personal l3,offer2,web,86.599774,four-door car,medsize,a,west region
oregon,3304.758268,no,extended,college,2/28/11,retired,f,23931,suburban,single,95,4.0,24,0.0,1,personal auto,personal l3,offer4,web,456.0,four-door car,large,,north west
arizona,5619.068508,no,premium,master,2/4/11,employed,m,50335,urban,married,140,9.0,54,0.0,1,personal auto,personal l2,offer1,call center,456.52385,suv,medsize,a,central
oregon,2471.077732,no,basic,high school or below,1/16/11,employed,f,53074,urban,married,61,5.0,86,0.0,1,personal auto,personal l2,offer1,agent,268.773368,,,,north west
,5090.44875,,basic,bachelor,2/8/11,disabled,f,25226,suburban,divorced,71,13.0,97,1.0,4,personal auto,personal l2,offer1,branch,340.8,four-door car,medsize,a,
nevada,5821.128509,no,basic,bachelor,1/9/11,employed,f,61108,rural,married,72,27.0,84,0.0,6,personal auto,personal l1,offer2,agent,23.773332,four-door car,medsize,,central
,5015.643575,,extended,college,2/10/11,employed,f,73809,urban,married,125,5.0,57,0.0,1,special auto,special l1,offer1,branch,537.315879,suv,medsize,,
oregon,12941.73353,no,basic,high school or below,1/24/11,employed,m,77060,urban,married,106,23.0,90,0.0,2,personal auto,personal l2,offer1,branch,468.566133,suv,medsize,a,north west
arizona,5908.16294,no,basic,high school or below,2/3/11,employed,f,86277,urban,divorced,74,19.0,33,0.0,3,personal auto,personal l2,offer2,agent,212.039619,four-door car,medsize,,central
oregon,7943.513275,no,basic,bachelor,1/3/11,employed,m,60214,urban,married,100,8.0,16,1.0,4,corporate auto,corporate l3,offer1,agent,291.287905,sports car,small,,north west
california,2602.24525,no,basic,college,1/25/11,employed,m,38166,urban,married,67,25.0,5,1.0,1,corporate auto,corporate l2,offer4,agent,236.842746,four-door car,medsize,a,west region
california,5671.927479,no,basic,high school or below,1/26/11,employed,f,34974,urban,married,71,7.0,36,0.0,3,special auto,special l1,offer1,web,315.160937,four-door car,medsize,,west region
california,10436.57466,no,extended,bachelor,2/6/11,medical leave,f,24177,suburban,married,92,4.0,37,1.0,2,personal auto,personal l2,offer1,agent,441.6,four-door car,medsize,a,west region
california,7172.070153,no,basic,high school or below,1/13/11,employed,f,73836,urban,married,182,8.0,35,3.0,1,personal auto,personal l3,offer1,branch,553.385695,luxury car,medsize,a,west region
oregon,7081.690974,no,extended,master,2/1/11,employed,f,93854,suburban,married,87,18.0,41,0.0,9,corporate auto,corporate l2,offer4,web,417.6,two-door car,large,,north west
oregon,4502.207001,no,premium,college,1/25/11,employed,f,46402,urban,married,113,7.0,2,0.0,1,personal auto,personal l3,offer1,agent,476.385575,four-door car,medsize,a,north west
oregon,26016.525,no,extended,high school or below,1/17/11,employed,f,43922,rural,single,83,2.0,43,0.0,2,personal auto,personal l3,offer1,branch,40.740297,four-door car,large,,north west
oregon,5214.971007,no,basic,high school or below,1/1/11,employed,m,65375,rural,married,65,9.0,84,0.0,3,personal auto,personal l3,offer4,branch,6.07744,four-door car,medsize,,north west
california,7680.147853,no,extended,college,1/1/11,employed,m,68229,suburban,married,96,11.0,41,0.0,5,corporate auto,corporate l2,offer4,branch,460.8,four-door car,medsize,,west region
oregon,10827.87278,no,extended,high school or below,2/28/11,employed,f,62053,urban,married,134,3.0,89,0.0,5,personal auto,personal l3,offer1,web,614.03209,suv,medsize,,north west
